,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,lead_time_group,total_length_of_stay,booking_value,arrival_date
65953,City Hotel,1,126,2017,April,15,10,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0.0,0,Transient,89.1,0,0,Canceled,2016-12-07,91-180 Days,7,623.6999999999999,2017-04-10
65954,City Hotel,1,141,2017,April,15,11,0,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,130.5,0,0,Canceled,2016-11-21,91-180 Days,1,130.5,2017-04-11
65955,City Hotel,1,5,2017,April,15,11,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,91.0,0,Transient,95.0,0,0,Canceled,2017-04-06,0-7 Days,1,95.0,2017-04-11
65956,City Hotel,1,141,2017,April,15,11,0,1,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,135.0,0,0,Canceled,2016-11-21,91-180 Days,1,135.0,2017-04-11
65957,City Hotel,1,32,2017,April,15,11,0,2,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,108.0,0,0,Canceled,2017-03-17,31-90 Days,2,216.0,2017-04-11
65958,City Hotel,1,31,2017,April,15,11,0,2,2,0.0,0,BB,EST,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,140.0,0,0,Canceled,2017-03-11,31-90 Days,2,280.0,2017-04-11
65959,City Hotel,1,119,2017,April,15,11,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,102.0,0,1,Canceled,2016-12-18,91-180 Days,3,306.0,2017-04-11
65960,City Hotel,1,56,2017,April,15,11,0,3,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,144.0,0,0,Canceled,2017-02-14,31-90 Days,3,432.0,2017-04-11
65962,City Hotel,1,80,2017,April,15,11,0,3,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,228.0,0,1,Canceled,2017-04-02,31-90 Days,3,684.0,2017-04-11
65963,City Hotel,1,217,2017,April,15,11,0,3,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,133.2,0,1,Canceled,2016-09-25,180+ Days,3,399.59999999999997,2017-04-11
65964,City Hotel,1,39,2017,April,15,11,0,3,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,120.0,0,0,Canceled,2017-03-13,31-90 Days,3,360.0,2017-04-11
65965,City Hotel,1,52,2017,April,15,11,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,100.8,0,1,Canceled,2017-03-19,31-90 Days,3,302.4,2017-04-11
65967,City Hotel,1,201,2017,April,15,11,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,117.0,0,1,Canceled,2016-10-04,180+ Days,4,468.0,2017-04-11
65968,City Hotel,1,92,2017,April,15,11,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,135.0,0,1,Canceled,2017-03-03,91-180 Days,4,540.0,2017-04-11
65969,City Hotel,1,170,2017,April,15,11,0,4,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0.0,0,Transient,193.5,0,2,Canceled,2016-11-07,91-180 Days,4,774.0,2017-04-11
65970,City Hotel,1,269,2017,April,15,11,0,4,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,123.3,0,1,Canceled,2016-10-04,180+ Days,4,493.2,2017-04-11
65971,City Hotel,1,92,2017,April,15,11,0,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,103.5,0,0,Canceled,2017-01-09,91-180 Days,4,414.0,2017-04-11
65972,City Hotel,1,84,2017,April,15,11,0,4,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,166.5,0,0,Canceled,2017-01-22,31-90 Days,4,666.0,2017-04-11
65973,City Hotel,1,102,2017,April,15,11,2,5,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,165.75,0,1,Canceled,2017-01-07,91-180 Days,7,1160.25,2017-04-11
65974,City Hotel,1,162,2017,April,15,11,2,5,2,0.0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,155.06,0,0,Canceled,2016-11-01,91-180 Days,7,1085.42,2017-04-11
65975,City Hotel,1,161,2017,April,15,11,2,5,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0.0,0,Transient,150.86,0,0,Canceled,2016-11-02,91-180 Days,7,1056.02,2017-04-11
65976,City Hotel,1,221,2017,April,15,11,2,5,2,0.0,0,SC,GRC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,99.0,0,0,Canceled,2016-09-04,180+ Days,7,693.0,2017-04-11
65977,City Hotel,1,304,2017,April,15,12,0,1,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0.0,0,Transient,126.0,0,0,Canceled,2016-07-05,180+ Days,1,126.0,2017-04-12
65978,City Hotel,1,39,2017,April,15,12,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,120.0,0,0,Canceled,2017-04-06,31-90 Days,2,240.0,2017-04-12
65979,City Hotel,1,88,2017,April,15,12,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,123.0,0,0,Canceled,2017-04-02,31-90 Days,3,369.0,2017-04-12
65980,City Hotel,1,112,2017,April,15,12,0,3,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,172.5,0,1,Canceled,2017-01-08,91-180 Days,3,517.5,2017-04-12
65981,City Hotel,1,112,2017,April,15,12,0,3,1,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,105.0,0,1,Canceled,2017-04-08,91-180 Days,3,315.0,2017-04-12
65982,City Hotel,1,87,2017,April,15,12,0,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,105.0,0,2,Canceled,2017-01-22,31-90 Days,3,315.0,2017-04-12
65983,City Hotel,1,153,2017,April,15,12,0,3,2,1.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,141.0,0,1,Canceled,2016-11-11,91-180 Days,3,423.0,2017-04-12
65984,City Hotel,1,112,2017,April,15,12,0,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,105.0,0,2,Canceled,2017-04-08,91-180 Days,3,315.0,2017-04-12
65985,City Hotel,1,264,2017,April,15,12,0,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,99.0,0,1,Canceled,2016-10-30,180+ Days,3,297.0,2017-04-12
65986,City Hotel,1,96,2017,April,15,12,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,159.0,0,1,Canceled,2017-01-11,91-180 Days,3,477.0,2017-04-12
65987,City Hotel,1,91,2017,April,15,12,0,3,2,0.0,0,SC,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,105.0,0,0,Canceled,2017-01-24,91-180 Days,3,315.0,2017-04-12
65988,City Hotel,1,93,2017,April,15,12,0,3,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,172.5,0,0,Canceled,2017-02-08,91-180 Days,3,517.5,2017-04-12
65989,City Hotel,1,152,2017,April,15,12,0,3,2,2.0,0,BB,ISR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0.0,0,Transient,195.0,0,1,Canceled,2016-11-16,91-180 Days,3,585.0,2017-04-12
65990,City Hotel,1,84,2017,April,15,12,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,128.25,0,1,Canceled,2017-01-28,31-90 Days,4,513.0,2017-04-12
65991,City Hotel,1,146,2017,April,15,12,0,4,3,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,173.25,0,2,Canceled,2016-11-19,91-180 Days,4,693.0,2017-04-12
65992,City Hotel,1,121,2017,April,15,12,0,4,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,173.25,0,0,Canceled,2016-12-15,91-180 Days,4,693.0,2017-04-12
65993,City Hotel,1,219,2017,April,15,12,0,4,2,2.0,0,BB,SWE,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,0.0,0,Transient,206.1,0,0,Canceled,2016-09-05,180+ Days,4,824.4,2017-04-12
65994,City Hotel,1,219,2017,April,15,12,0,4,0,2.0,0,BB,SWE,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,0.0,0,Transient,101.25,0,0,Canceled,2016-09-15,180+ Days,4,405.0,2017-04-12
65995,City Hotel,1,83,2017,April,15,12,0,4,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0.0,0,Transient,200.25,0,1,Canceled,2017-01-30,31-90 Days,4,801.0,2017-04-12
65996,City Hotel,1,143,2017,April,15,12,0,4,3,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,173.25,0,0,Canceled,2016-12-13,91-180 Days,4,693.0,2017-04-12
65997,City Hotel,1,114,2017,April,15,12,1,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,141.3,0,2,Canceled,2017-02-06,91-180 Days,5,706.5,2017-04-12
65998,City Hotel,1,6,2017,April,15,12,1,4,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,156.0,0,0,Canceled,2017-04-06,0-7 Days,5,780.0,2017-04-12
65999,City Hotel,1,278,2017,April,15,12,1,4,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,0.0,0,Transient,99.0,0,1,Canceled,2017-02-08,180+ Days,5,495.0,2017-04-12
66000,City Hotel,1,101,2017,April,15,12,0,4,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,0.0,0,Transient,167.88,0,0,Canceled,2017-02-05,91-180 Days,4,671.52,2017-04-12
66001,City Hotel,1,219,2017,April,15,12,0,4,2,0.0,0,BB,SWE,Direct,Direct,0,0,0,B,B,1,No Deposit,14.0,0.0,0,Transient,101.25,0,0,Canceled,2016-09-15,180+ Days,4,405.0,2017-04-12
66004,City Hotel,1,259,2017,April,15,12,2,4,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,109.8,0,2,No-Show,2017-04-12,180+ Days,6,658.8,2017-04-12
66005,City Hotel,1,259,2017,April,15,12,2,4,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,109.8,0,2,Canceled,2016-08-02,180+ Days,6,658.8,2017-04-12
66006,City Hotel,1,158,2017,April,15,12,0,4,3,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,173.25,0,1,Canceled,2017-03-01,91-180 Days,4,693.0,2017-04-12
66007,City Hotel,1,259,2017,April,15,12,2,4,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,99.0,0,3,No-Show,2017-04-12,180+ Days,6,594.0,2017-04-12
66008,City Hotel,1,308,2017,April,15,12,2,6,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,109.8,0,0,Canceled,2016-06-10,180+ Days,8,878.4,2017-04-12
66009,City Hotel,1,280,2017,April,15,12,2,6,2,1.0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,126.0,0,1,Canceled,2016-07-09,180+ Days,8,1008.0,2017-04-12
66010,City Hotel,1,203,2017,April,15,12,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,117.0,0,4,Canceled,2016-11-08,180+ Days,7,819.0,2017-04-12
66011,City Hotel,1,164,2017,April,15,13,0,1,2,0.0,0,HB,HUN,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0.0,0,Transient,160.2,0,2,Canceled,2017-01-29,91-180 Days,1,160.2,2017-04-13
66012,City Hotel,1,53,2017,April,15,13,0,1,2,0.0,0,SC,ECU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,108.0,0,0,Canceled,2017-02-21,31-90 Days,1,108.0,2017-04-13
66014,City Hotel,1,34,2017,April,15,13,0,2,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0.0,0,Transient,180.0,0,0,Canceled,2017-03-15,31-90 Days,2,360.0,2017-04-13
66015,City Hotel,1,8,2017,April,15,13,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,150.0,0,1,Canceled,2017-04-07,8-14 Days,2,300.0,2017-04-13
66016,City Hotel,1,106,2017,April,15,13,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,108.0,0,0,Canceled,2017-01-01,91-180 Days,2,216.0,2017-04-13
66017,City Hotel,1,100,2017,April,15,13,0,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,0.0,0,Transient,175.5,0,0,Canceled,2017-02-19,91-180 Days,2,351.0,2017-04-13
66018,City Hotel,1,94,2017,April,15,13,0,2,3,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,157.95,0,0,Canceled,2017-01-25,91-180 Days,2,315.9,2017-04-13
66019,City Hotel,1,38,2017,April,15,13,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0.0,0,Transient,180.0,0,0,Canceled,2017-03-08,31-90 Days,2,360.0,2017-04-13
66020,City Hotel,1,60,2017,April,15,13,0,2,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,0.0,0,Transient,184.0,0,0,Canceled,2017-04-03,31-90 Days,2,368.0,2017-04-13
66022,City Hotel,1,31,2017,April,15,13,0,2,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0.0,0,Transient,180.0,0,0,Canceled,2017-03-23,31-90 Days,2,360.0,2017-04-13
66023,City Hotel,1,9,2017,April,15,13,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0.0,0,Transient,210.0,0,1,Canceled,2017-04-04,8-14 Days,3,630.0,2017-04-13
66024,City Hotel,1,29,2017,April,15,13,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,0.0,0,Transient,254.0,0,0,Canceled,2017-03-15,14-30 Days,3,762.0,2017-04-13
66025,City Hotel,1,315,2017,April,15,13,0,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,144.8,0,0,Canceled,2016-08-23,180+ Days,3,434.40000000000003,2017-04-13
66027,City Hotel,1,245,2017,April,15,13,0,3,2,0.0,0,SC,CYP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,99.0,0,1,Canceled,2016-12-08,180+ Days,3,297.0,2017-04-13
66029,City Hotel,1,7,2017,April,15,13,0,3,2,0.0,0,SC,HKG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,160.0,0,1,Canceled,2017-04-07,0-7 Days,3,480.0,2017-04-13
66030,City Hotel,1,19,2017,April,15,13,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0.0,0,Transient,174.0,0,0,Canceled,2017-04-03,14-30 Days,3,522.0,2017-04-13
66031,City Hotel,1,147,2017,April,15,13,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,126.0,0,2,Canceled,2016-11-19,91-180 Days,3,378.0,2017-04-13
66033,City Hotel,1,16,2017,April,15,13,0,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,138.33,0,0,Canceled,2017-04-07,14-30 Days,3,414.99,2017-04-13
66035,City Hotel,1,151,2017,April,15,13,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,126.0,0,1,Canceled,2016-12-26,91-180 Days,3,378.0,2017-04-13
66036,City Hotel,1,315,2017,April,15,13,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,109.8,0,0,Canceled,2016-08-23,180+ Days,3,329.4,2017-04-13
66037,City Hotel,1,17,2017,April,15,13,0,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,138.33,0,0,Canceled,2017-04-07,14-30 Days,3,414.99,2017-04-13
66038,City Hotel,1,111,2017,April,15,13,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,181.5,0,0,Canceled,2016-12-29,91-180 Days,3,544.5,2017-04-13
66039,City Hotel,1,17,2017,April,15,13,0,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,138.33,0,0,Canceled,2017-03-28,14-30 Days,3,414.99,2017-04-13
66040,City Hotel,1,159,2017,April,15,13,0,3,2,0.0,1,SC,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Transient,117.0,0,1,Canceled,2017-03-21,91-180 Days,3,351.0,2017-04-13
66041,City Hotel,1,96,2017,April,15,13,0,3,3,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0.0,0,Transient,204.0,0,0,Canceled,2017-01-07,91-180 Days,3,612.0,2017-04-13
66046,City Hotel,1,141,2017,April,15,13,0,3,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0.0,0,Transient,80.1,0,0,Canceled,2017-02-07,91-180 Days,3,240.29999999999998,2017-04-13
66047,City Hotel,1,9,2017,April,15,13,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0.0,0,Transient,210.0,0,0,Canceled,2017-04-04,8-14 Days,3,630.0,2017-04-13
66049,City Hotel,1,41,2017,April,15,13,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,156.67,0,0,Canceled,2017-03-03,31-90 Days,3,470.01,2017-04-13
66050,City Hotel,1,24,2017,April,15,13,0,3,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0.0,0,Transient,224.0,0,0,Canceled,2017-03-28,14-30 Days,3,672.0,2017-04-13
66051,City Hotel,1,155,2017,April,15,13,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,58.0,0.0,0,Transient,130.0,0,0,Canceled,2017-04-05,91-180 Days,4,520.0,2017-04-13
66053,City Hotel,1,263,2017,April,15,13,1,3,3,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,142.2,0,1,Canceled,2016-09-11,180+ Days,4,568.8,2017-04-13
66055,City Hotel,1,6,2017,April,15,13,1,3,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,157.5,0,1,Canceled,2017-04-07,0-7 Days,4,630.0,2017-04-13
66056,City Hotel,1,102,2017,April,15,13,1,3,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0.0,0,Transient,202.5,0,2,Canceled,2017-03-20,91-180 Days,4,810.0,2017-04-13
66059,City Hotel,1,165,2017,April,15,13,1,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,173.25,0,1,Canceled,2017-02-19,91-180 Days,4,693.0,2017-04-13
66060,City Hotel,1,16,2017,April,15,13,1,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,132.5,0,0,Canceled,2017-04-06,14-30 Days,4,530.0,2017-04-13
66061,City Hotel,1,172,2017,April,15,13,1,3,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,173.25,0,1,Canceled,2016-12-03,91-180 Days,4,693.0,2017-04-13
66067,City Hotel,1,138,2017,April,15,13,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,137.25,0,1,Canceled,2016-12-07,91-180 Days,4,549.0,2017-04-13
66069,City Hotel,1,175,2017,April,15,13,1,3,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,166.5,0,2,Canceled,2017-02-16,91-180 Days,4,666.0,2017-04-13
66070,City Hotel,1,172,2017,April,15,13,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,123.75,0,1,Canceled,2016-12-03,91-180 Days,4,495.0,2017-04-13
66071,City Hotel,1,136,2017,April,15,13,1,3,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,0.0,0,Transient,173.25,0,0,Canceled,2017-01-20,91-180 Days,4,693.0,2017-04-13
66072,City Hotel,1,85,2017,April,15,13,1,3,3,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0.0,0,Transient,202.5,0,2,Canceled,2017-03-13,31-90 Days,4,810.0,2017-04-13
66073,City Hotel,1,246,2017,April,15,13,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0.0,0,Transient,101.7,0,2,Canceled,2016-08-14,180+ Days,4,406.8,2017-04-13
66076,City Hotel,1,309,2017,April,15,13,1,3,2,0.0,0,SC,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,99.0,0,0,Canceled,2016-06-17,180+ Days,4,396.0,2017-04-13
66077,City Hotel,1,163,2017,April,15,13,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,137.25,0,2,Canceled,2016-11-16,91-180 Days,4,549.0,2017-04-13
66078,City Hotel,1,81,2017,April,15,13,1,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,112.5,0,2,Canceled,2017-03-18,31-90 Days,4,450.0,2017-04-13
66081,City Hotel,1,125,2017,April,15,13,2,3,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,86.0,0.0,0,Transient,123.12,0,0,Canceled,2016-12-13,91-180 Days,5,615.6,2017-04-13
66082,City Hotel,1,71,2017,April,15,13,2,3,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,0.0,0,Transient,116.1,0,2,Canceled,2017-04-13,31-90 Days,5,580.5,2017-04-13
66083,City Hotel,1,237,2017,April,15,13,2,3,2,1.0,0,BB,IMN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,129.6,0,2,Canceled,2017-01-23,180+ Days,5,648.0,2017-04-13
66084,City Hotel,1,111,2017,April,15,13,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,0.0,0,Transient,89.1,0,1,Canceled,2016-12-27,91-180 Days,5,445.5,2017-04-13
66085,City Hotel,1,107,2017,April,15,13,2,3,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,0.0,0,Transient,102.6,0,1,Canceled,2016-12-30,91-180 Days,5,513.0,2017-04-13
66086,City Hotel,1,53,2017,April,15,14,0,1,3,0.0,0,HB,SWE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0.0,0,Transient,196.2,0,0,Canceled,2017-02-21,31-90 Days,1,196.2,2017-04-14
66087,City Hotel,1,98,2017,April,15,14,0,1,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,108.0,0,1,Canceled,2017-02-08,91-180 Days,1,108.0,2017-04-14
66088,City Hotel,1,48,2017,April,15,14,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,144.0,0,0,Canceled,2017-04-01,31-90 Days,2,288.0,2017-04-14
66089,City Hotel,1,62,2017,April,15,14,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,144.0,0,0,Canceled,2017-04-02,31-90 Days,2,288.0,2017-04-14
66090,City Hotel,1,166,2017,April,15,14,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0.0,0,Transient,114.0,0,1,Canceled,2016-12-06,91-180 Days,2,228.0,2017-04-14
66091,City Hotel,1,14,2017,April,15,14,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,150.0,0,2,Canceled,2017-04-07,8-14 Days,2,300.0,2017-04-14
