grid,pole_position,previous_races,previous_wins,previous_win_rate,previous_points,previous_avg_position,previous_podiums,previous_podium_rate,previous_constructor_wins,previous_constructor_points,previous_constructor_races,previous_constructor_win_rate,win
0,0,21,0,0.0,0.0,23.285714285714285,0,0.0,0,0.0,10,0.0,0
3,0,35,6,0.17142857142857143,124.0,10.914285714285715,17,0.4857142857142857,74,1450.5,277,0.26714801444043323,1
2,0,158,9,0.056962025316455694,292.0,11.651898734177216,36,0.22784810126582278,104,2734.77,534,0.1947565543071161,0
7,0,45,0,0.0,31.0,13.844444444444445,4,0.08888888888888889,100,1836.5,363,0.27548209366391185,0
16,0,27,0,0.0,12.0,15.222222222222221,1,0.037037037037037035,0,31.0,59,0.0,0
15,0,133,0,0.0,76.0,12.917293233082706,7,0.05263157894736842,100,1836.5,363,0.27548209366391185,0
5,0,6,0,0.0,7.0,9.833333333333334,0,0.0,74,1450.5,277,0.26714801444043323,0
12,0,44,0,0.0,10.0,15.704545454545455,1,0.022727272727272728,8,347.0,292,0.0273972602739726,0
24,0,59,0,0.0,7.0,14.677966101694915,0,0.0,0,22.0,109,0.0,0
20,0,66,0,0.0,10.0,15.727272727272727,1,0.015151515151515152,14,482.5,139,0.10071942446043165,0
6,0,11,0,0.0,7.0,9.727272727272727,1,0.09090909090909091,8,347.0,292,0.0273972602739726,0
26,0,25,0,0.0,0.0,19.96,0,0.0,0,0.0,11,0.0,0
14,0,43,0,0.0,5.0,17.372093023255815,0,0.0,23,699.0,362,0.06353591160220995,0
19,0,38,0,0.0,12.0,13.342105263157896,0,0.0,0,19.0,59,0.0,0
9,0,10,0,0.0,2.0,17.9,0,0.0,0,31.0,59,0.0,0
21,0,43,0,0.0,19.0,14.581395348837209,3,0.06976744186046512,23,699.0,362,0.06353591160220995,0
18,0,109,0,0.0,18.0,15.743119266055047,0,0.0,0,26.0,154,0.0,0
22,0,210,5,0.023809523809523808,186.5,14.39047619047619,23,0.10952380952380952,0,26.0,154,0.0,0
11,0,11,0,0.0,5.0,15.909090909090908,0,0.0,0,22.0,27,0.0,0
8,0,211,0,0.0,59.0,15.919431279620854,5,0.023696682464454975,0,22.0,27,0.0,0
25,0,7,0,0.0,0.0,14.714285714285714,0,0.0,0,0.0,11,0.0,0
23,0,48,0,0.0,0.0,23.770833333333332,0,0.0,0,22.0,109,0.0,0
1,1,81,0,0.0,95.0,12.407407407407407,12,0.14814814814814814,104,2734.77,534,0.1947565543071161,0
4,0,61,0,0.0,18.0,14.819672131147541,0,0.0,45,995.0,390,0.11538461538461539,0
10,0,7,0,0.0,8.0,12.0,2,0.2857142857142857,14,482.5,139,0.10071942446043165,0
13,0,24,0,0.0,1.0,17.25,0,0.0,45,995.0,390,0.11538461538461539,0
17,0,47,0,0.0,3.5,16.382978723404257,0,0.0,0,19.0,59,0.0,0
0,0,68,0,0.0,5.0,23.279411764705884,0,0.0,0,0.0,11,0.0,0
0,0,22,0,0.0,0.0,23.5,0,0.0,0,0.0,11,0.0,0
2,0,36,7,0.19444444444444445,134.0,10.63888888888889,18,0.5,75,1461.5,278,0.2697841726618705,1
3,0,7,0,0.0,8.0,9.285714285714286,0,0.0,75,1461.5,278,0.2697841726618705,0
4,0,46,0,0.0,35.0,13.608695652173912,5,0.10869565217391304,100,1842.5,364,0.27472527472527475,0
8,0,28,0,0.0,15.0,14.821428571428571,1,0.03571428571428571,0,34.0,60,0.0,0
10,0,8,0,0.0,8.0,13.5,2,0.25,14,482.5,140,0.1,0
7,0,134,0,0.0,78.0,12.85820895522388,7,0.05223880597014925,100,1842.5,364,0.27472527472527475,0
13,0,11,0,0.0,2.0,17.545454545454547,0,0.0,0,34.0,60,0.0,0
11,0,39,0,0.0,12.0,13.333333333333334,0,0.0,0,19.0,60,0.0,0
16,0,48,0,0.0,3.5,16.583333333333332,0,0.0,0,19.0,60,0.0,0
21,0,45,0,0.0,10.0,15.511111111111111,1,0.022222222222222223,8,347.0,293,0.027303754266211604,0
20,0,62,0,0.0,18.0,14.951612903225806,0,0.0,45,995.0,391,0.11508951406649616,0
18,0,110,0,0.0,18.0,15.745454545454546,0,0.0,0,26.0,155,0.0,0
19,0,211,5,0.023696682464454975,186.5,14.402843601895734,23,0.10900473933649289,0,26.0,155,0.0,0
23,0,49,0,0.0,0.0,23.714285714285715,0,0.0,0,22.0,110,0.0,0
26,0,8,0,0.0,0.0,15.375,0,0.0,0,0.0,12,0.0,0
25,0,1,0,0.0,0.0,21.0,0,0.0,45,995.0,391,0.11508951406649616,0
15,0,12,0,0.0,7.0,9.75,1,0.08333333333333333,8,347.0,293,0.027303754266211604,0
12,0,44,0,0.0,19.0,14.590909090909092,3,0.06818181818181818,23,699.0,363,0.06336088154269973,0
14,0,67,0,0.0,10.0,15.626865671641792,1,0.014925373134328358,14,482.5,140,0.1,0
17,0,212,0,0.0,59.0,15.933962264150944,5,0.02358490566037736,0,22.0,28,0.0,0
5,0,82,0,0.0,95.0,12.524390243902438,12,0.14634146341463414,104,2740.77,535,0.19439252336448598,0
24,0,26,0,0.0,0.0,19.615384615384617,0,0.0,0,0.0,12,0.0,0
9,0,12,0,0.0,5.0,16.083333333333332,0,0.0,0,22.0,28,0.0,0
22,0,60,0,0.0,7.0,14.566666666666666,0,0.0,0,22.0,110,0.0,0
6,0,44,0,0.0,5.0,17.25,0,0.0,23,699.0,363,0.06336088154269973,0
1,1,159,9,0.05660377358490566,298.0,11.59119496855346,37,0.23270440251572327,104,2740.77,535,0.19439252336448598,0
0,0,69,0,0.0,5.0,23.333333333333332,0,0.0,0,0.0,12,0.0,0
0,0,23,0,0.0,0.0,23.695652173913043,0,0.0,0,0.0,12,0.0,0
1,1,49,9,0.1836734693877551,185.0,8.020408163265307,25,0.5102040816326531,14,484.5,141,0.09929078014184398,1
2,0,37,8,0.21621621621621623,144.0,10.378378378378379,19,0.5135135135135135,76,1477.5,279,0.2724014336917563,0
9,0,47,0,0.0,39.0,13.382978723404255,6,0.1276595744680851,100,1847.5,365,0.273972602739726,0
10,0,12,0,0.0,2.0,16.666666666666668,0,0.0,0,37.0,61,0.0,0
6,0,160,9,0.05625,298.0,11.68125,37,0.23125,104,2740.77,536,0.19402985074626866,0
4,0,13,0,0.0,5.0,16.615384615384617,0,0.0,0,22.0,29,0.0,0
13,0,45,0,0.0,5.0,17.42222222222222,0,0.0,23,699.0,364,0.06318681318681318,0
7,0,63,0,0.0,18.0,14.88888888888889,0,0.0,8,347.0,294,0.027210884353741496,0
11,0,13,0,0.0,7.0,10.307692307692308,1,0.07692307692307693,8,347.0,294,0.027210884353741496,0
16,0,83,0,0.0,95.0,12.626506024096386,12,0.14457831325301204,104,2740.77,536,0.19402985074626866,0
8,0,49,0,0.0,3.5,16.428571428571427,0,0.0,0,19.0,61,0.0,0
5,0,29,0,0.0,18.0,14.448275862068966,1,0.034482758620689655,0,37.0,61,0.0,0
14,0,45,0,0.0,19.0,14.666666666666666,3,0.06666666666666667,23,699.0,364,0.06318681318681318,0
20,0,212,5,0.02358490566037736,186.5,14.39622641509434,23,0.10849056603773585,0,26.0,156,0.0,0
17,0,111,0,0.0,18.0,15.711711711711711,0,0.0,0,26.0,156,0.0,0
21,0,25,0,0.0,1.0,17.56,0,0.0,45,995.0,392,0.11479591836734694,0
19,0,40,0,0.0,12.0,13.2,0,0.0,0,19.0,61,0.0,0
22,0,46,0,0.0,10.0,15.391304347826088,1,0.021739130434782608,45,995.0,392,0.11479591836734694,0
26,0,0,0,0.0,0.0,,0,0.0,0,0.0,13,0.0,0
3,0,187,30,0.16042780748663102,469.0,11.229946524064172,58,0.31016042780748665,76,1477.5,279,0.2724014336917563,0
25,0,27,0,0.0,0.0,19.703703703703702,0,0.0,0,0.0,13,0.0,0
18,0,213,0,0.0,59.0,15.953051643192488,5,0.023474178403755867,0,22.0,29,0.0,0
23,0,61,0,0.0,7.0,14.721311475409836,0,0.0,0,22.0,111,0.0,0
12,0,9,0,0.0,10.0,12.555555555555555,2,0.2222222222222222,14,484.5,141,0.09929078014184398,0
24,0,0,0,0.0,0.0,,0,0.0,0,22.0,111,0.0,0
15,0,135,0,0.0,79.0,12.807407407407407,7,0.05185185185185185,100,1847.5,365,0.273972602739726,0
0,0,70,0,0.0,5.0,23.385714285714286,0,0.0,0,0.0,13,0.0,0
0,0,24,0,0.0,0.0,23.875,0,0.0,0,0.0,13,0.0,0
2,0,38,8,0.21052631578947367,150.0,10.157894736842104,20,0.5263157894736842,76,1483.5,280,0.2714285714285714,1
1,1,50,10,0.2,195.0,7.88,26,0.52,15,494.5,142,0.1056338028169014,0
7,0,84,0,0.0,95.0,12.595238095238095,12,0.14285714285714285,104,2742.77,537,0.19366852886405958,0
4,0,188,30,0.1595744680851064,469.0,11.27659574468085,58,0.30851063829787234,76,1483.5,280,0.2714285714285714,0
6,0,13,0,0.0,5.0,15.692307692307692,0,0.0,0,40.0,62,0.0,0
3,0,14,0,0.0,6.0,15.857142857142858,0,0.0,0,23.0,30,0.0,0
8,0,48,0,0.0,43.0,13.166666666666666,7,0.14583333333333334,100,1851.5,366,0.273224043715847,0
18,0,41,0,0.0,12.0,13.292682926829269,0,0.0,0,19.0,62,0.0,0
22,0,62,0,0.0,7.0,14.85483870967742,0,0.0,0,22.0,112,0.0,0
25,0,0,0,0.0,0.0,,0,0.0,45,995.0,393,0.11450381679389313,0
19,0,14,0,0.0,7.0,10.214285714285714,1,0.07142857142857142,8,347.0,295,0.02711864406779661,0
24,0,28,0,0.0,0.0,19.75,0,0.0,0,0.0,14,0.0,0
17,0,26,0,0.0,1.0,17.5,0,0.0,45,995.0,393,0.11450381679389313,0
13,0,46,0,0.0,19.0,14.630434782608695,3,0.06521739130434782,23,699.0,365,0.06301369863013699,0
10,0,30,0,0.0,18.0,14.366666666666667,1,0.03333333333333333,0,40.0,62,0.0,0
9,0,136,0,0.0,79.0,12.904411764705882,7,0.051470588235294115,100,1851.5,366,0.273224043715847,0
12,0,50,0,0.0,3.5,16.32,0,0.0,0,19.0,62,0.0,0
11,0,161,9,0.055900621118012424,300.0,11.639751552795031,37,0.22981366459627328,104,2742.77,537,0.19366852886405958,0
20,0,0,0,0.0,0.0,,0,0.0,8,347.0,295,0.02711864406779661,0
16,0,112,0,0.0,18.0,15.705357142857142,0,0.0,0,26.0,157,0.0,0
21,0,213,5,0.023474178403755867,186.5,14.394366197183098,23,0.107981220657277,0,26.0,157,0.0,0
5,0,64,0,0.0,18.0,14.78125,0,0.0,15,494.5,142,0.1056338028169014,0
14,0,46,0,0.0,5.0,17.195652173913043,0,0.0,23,699.0,365,0.06301369863013699,0
26,0,0,0,0.0,0.0,,0,0.0,0,0.0,14,0.0,0
15,0,68,0,0.0,10.0,15.676470588235293,1,0.014705882352941176,0,23.0,30,0.0,0
23,0,1,0,0.0,0.0,25.0,0,0.0,0,22.0,112,0.0,0
0,0,71,0,0.0,5.0,23.43661971830986,0,0.0,0,0.0,14,0.0,0
0,0,25,0,0.0,0.0,24.04,0,0.0,0,0.0,14,0.0,0
1,1,189,30,0.15873015873015872,472.0,11.238095238095237,58,0.30687830687830686,77,1496.5,281,0.27402135231316727,1
11,0,162,9,0.05555555555555555,300.0,11.679012345679013,37,0.22839506172839505,104,2746.77,538,0.19330855018587362,0
9,0,137,0,0.0,79.0,12.927007299270073,7,0.051094890510948905,100,1851.5,367,0.2724795640326976,0
5,0,31,0,0.0,18.0,14.387096774193548,1,0.03225806451612903,0,42.0,63,0.0,0
12,0,15,0,0.0,7.0,10.266666666666667,1,0.06666666666666667,8,347.0,296,0.02702702702702703,0
8,0,85,0,0.0,99.0,12.48235294117647,13,0.15294117647058825,104,2746.77,538,0.19330855018587362,0
10,0,15,0,0.0,7.0,15.2,0,0.0,0,24.0,31,0.0,0
19,0,42,0,0.0,12.0,13.166666666666666,0,0.0,0,19.0,63,0.0,0
18,0,113,0,0.0,18.0,15.743362831858407,0,0.0,0,26.0,158,0.0,0
17,0,69,0,0.0,10.0,15.81159420289855,1,0.014492753623188406,0,24.0,31,0.0,0
20,0,1,0,0.0,0.0,19.0,0,0.0,8,347.0,296,0.02702702702702703,0
4,0,49,0,0.0,43.0,13.040816326530612,7,0.14285714285714285,100,1851.5,367,0.2724795640326976,0
16,0,214,5,0.02336448598130841,186.5,14.425233644859814,23,0.10747663551401869,0,26.0,158,0.0,0
13,0,47,0,0.0,19.0,14.617021276595745,3,0.06382978723404255,23,699.0,366,0.06284153005464481,0
25,0,0,0,0.0,0.0,,0,0.0,0,22.0,113,0.0,0
22,0,1,0,0.0,0.0,10.0,0,0.0,45,995.0,394,0.11421319796954314,0
24,0,29,0,0.0,0.0,19.482758620689655,0,0.0,0,0.0,15,0.0,0
14,0,27,0,0.0,1.0,17.333333333333332,0,0.0,45,995.0,394,0.11421319796954314,0
3,0,39,9,0.23076923076923078,160.0,9.923076923076923,21,0.5384615384615384,77,1496.5,281,0.27402135231316727,0
2,0,51,10,0.19607843137254902,201.0,7.764705882352941,27,0.5294117647058824,15,500.5,143,0.1048951048951049,0
26,0,1,0,0.0,0.0,19.0,0,0.0,0,0.0,15,0.0,0
15,0,47,0,0.0,5.0,17.319148936170212,0,0.0,23,699.0,366,0.06284153005464481,0
23,0,2,0,0.0,0.0,25.5,0,0.0,0,22.0,113,0.0,0
21,0,51,0,0.0,3.5,16.333333333333332,0,0.0,0,19.0,63,0.0,0
6,0,14,0,0.0,7.0,14.928571428571429,0,0.0,0,42.0,63,0.0,0
7,0,65,0,0.0,18.0,14.892307692307693,0,0.0,15,500.5,143,0.1048951048951049,0
0,0,72,0,0.0,5.0,23.48611111111111,0,0.0,0,0.0,15,0.0,0
0,0,26,0,0.0,0.0,24.192307692307693,0,0.0,0,0.0,15,0.0,0
2,0,52,10,0.19230769230769232,201.0,8.0,27,0.5192307692307693,15,500.5,144,0.10416666666666667,1
3,0,8,0,0.0,14.0,8.375,1,0.125,78,1506.5,282,0.2765957446808511,0
5,0,163,9,0.05521472392638037,306.0,11.61963190184049,38,0.2331288343558282,104,2753.77,539,0.19294990723562153,0
7,0,50,0,0.0,43.0,13.02,7,0.14,100,1855.5,368,0.2717391304347826,0
6,0,86,0,0.0,100.0,12.406976744186046,13,0.1511627906976744,104,2753.77,539,0.19294990723562153,0
9,0,48,0,0.0,19.0,14.604166666666666,3,0.0625,100,1855.5,368,0.2717391304347826,0
12,0,2,0,0.0,0.0,13.0,0,0.0,23,699.0,367,0.06267029972752043,0
15,0,82,0,0.0,7.0,21.146341463414632,1,0.012195121951219513,8,349.0,297,0.026936026936026935,0
22,0,1,0,0.0,0.0,27.0,0,0.0,0,0.0,16,0.0,0
25,0,0,0,0.0,0.0,,0,0.0,0,0.0,0,0.0,0
13,0,52,0,0.0,3.5,16.48076923076923,0,0.0,0,19.0,64,0.0,0
21,0,1,0,0.0,0.0,24.0,0,0.0,0,19.0,64,0.0,0
18,0,14,0,0.0,0.0,17.071428571428573,0,0.0,0,26.0,159,0.0,0
23,0,57,0,0.0,15.0,23.473684210526315,1,0.017543859649122806,0,0.0,0,0.0,0
19,0,36,0,0.0,14.0,14.805555555555555,0,0.0,0,24.0,32,0.0,0
1,1,40,9,0.225,160.0,10.15,21,0.525,78,1506.5,282,0.2765957446808511,0
4,0,66,0,0.0,18.0,15.06060606060606,0,0.0,15,500.5,144,0.10416666666666667,0
20,0,73,0,0.0,5.0,23.534246575342465,0,0.0,0,0.0,16,0.0,0
16,0,32,0,0.0,21.0,14.0625,1,0.03125,0,45.0,64,0.0,0
24,0,10,0,0.0,10.0,13.7,2,0.2,0,0.0,16,0.0,0
11,0,48,0,0.0,5.0,17.416666666666668,0,0.0,23,699.0,367,0.06267029972752043,0
8,0,15,0,0.0,7.0,15.6,0,0.0,0,45.0,64,0.0,0
26,0,2,0,0.0,0.0,20.0,0,0.0,0,0.0,16,0.0,0
14,0,16,0,0.0,7.0,14.6875,0,0.0,0,24.0,32,0.0,0
10,0,16,0,0.0,9.0,9.9375,1,0.0625,8,349.0,297,0.026936026936026935,0
17,0,114,0,0.0,18.0,15.68421052631579,0,0.0,0,26.0,159,0.0,0
2,0,41,9,0.21951219512195122,160.0,10.292682926829269,21,0.5121951219512195,78,1512.5,283,0.2756183745583039,1
6,0,87,0,0.0,102.0,12.32183908045977,13,0.14942528735632185,104,2759.77,540,0.1925925925925926,0
3,0,53,11,0.20754716981132076,211.0,7.867924528301887,28,0.5283018867924528,16,510.5,145,0.1103448275862069,0
11,0,67,0,0.0,18.0,15.08955223880597,0,0.0,16,510.5,145,0.1103448275862069,0
9,0,17,0,0.0,7.0,15.235294117647058,0,0.0,0,24.0,33,0.0,0
8,0,164,9,0.054878048780487805,310.0,11.567073170731707,39,0.23780487804878048,104,2759.77,540,0.1925925925925926,0
18,0,17,0,0.0,9.0,10.823529411764707,1,0.058823529411764705,8,349.0,298,0.026845637583892617,0
15,0,49,0,0.0,5.0,17.489795918367346,0,0.0,23,699.0,368,0.0625,0
20,0,3,0,0.0,0.0,21.0,0,0.0,0,0.0,17,0.0,0
25,0,1,0,0.0,0.0,10.0,0,0.0,0,0.0,1,0.0,0
24,0,58,0,0.0,15.0,23.310344827586206,1,0.017241379310344827,0,0.0,1,0.0,0
7,0,3,0,0.0,0.0,11.0,0,0.0,23,699.0,368,0.0625,0
19,0,83,0,0.0,7.0,20.987951807228917,1,0.012048192771084338,8,349.0,298,0.026845637583892617,0
16,0,115,0,0.0,18.0,15.773913043478261,0,0.0,0,26.0,160,0.0,0
12,0,53,0,0.0,3.5,16.37735849056604,0,0.0,0,19.0,65,0.0,0
26,0,2,0,0.0,0.0,18.0,0,0.0,0,19.0,65,0.0,0
10,0,33,0,0.0,21.0,14.212121212121213,1,0.030303030303030304,0,45.0,65,0.0,0
14,0,11,0,0.0,10.0,14.272727272727273,2,0.18181818181818182,0,0.0,17,0.0,0
1,1,9,0,0.0,20.0,7.666666666666667,2,0.2222222222222222,78,1512.5,283,0.2756183745583039,0
17,0,49,0,0.0,20.0,14.428571428571429,3,0.061224489795918366,100,1859.5,369,0.27100271002710025,0
4,0,16,0,0.0,7.0,16.0,0,0.0,0,45.0,65,0.0,0
22,0,2,0,0.0,0.0,18.0,0,0.0,0,0.0,17,0.0,0
5,0,51,0,0.0,46.0,12.843137254901961,7,0.13725490196078433,100,1859.5,369,0.27100271002710025,0
23,0,74,0,0.0,5.0,23.45945945945946,0,0.0,0,0.0,17,0.0,0
21,0,37,0,0.0,14.0,14.81081081081081,0,0.0,0,24.0,33,0.0,0
13,0,15,0,0.0,0.0,16.8,0,0.0,0,26.0,160,0.0,0
4,0,42,10,0.23809523809523808,170.0,10.071428571428571,22,0.5238095238095238,79,1522.5,284,0.27816901408450706,1
5,0,88,0,0.0,108.0,12.204545454545455,14,0.1590909090909091,104,2766.77,541,0.1922365988909427,0
2,0,165,9,0.05454545454545454,311.0,11.533333333333333,39,0.23636363636363636,104,2766.77,541,0.1922365988909427,0
3,0,10,0,0.0,20.0,8.8,2,0.2,79,1522.5,284,0.27816901408450706,0
6,0,52,0,0.0,46.0,13.038461538461538,7,0.1346153846153846,100,1859.5,370,0.2702702702702703,0
14,0,18,0,0.0,9.0,14.666666666666666,0,0.0,0,26.0,34,0.0,0
8,0,68,0,0.0,21.0,14.926470588235293,0,0.0,16,517.5,146,0.1095890410958904,0
7,0,17,0,0.0,7.0,16.294117647058822,0,0.0,0,45.0,66,0.0,0
12,0,18,0,0.0,9.0,10.61111111111111,1,0.05555555555555555,8,349.0,299,0.026755852842809364,0
9,0,190,31,0.1631578947368421,482.0,11.18421052631579,59,0.3105263157894737,100,1859.5,370,0.2702702702702703,0
16,0,84,0,0.0,7.0,20.892857142857142,1,0.011904761904761904,8,349.0,299,0.026755852842809364,0
18,0,116,0,0.0,18.0,15.758620689655173,0,0.0,0,26.0,161,0.0,0
11,0,54,0,0.0,3.5,16.35185185185185,0,0.0,0,19.0,66,0.0,0
20,0,16,0,0.0,0.0,17.375,0,0.0,0,26.0,161,0.0,0
26,0,2,0,0.0,0.0,10.0,0,0.0,0,0.0,2,0.0,0
25,0,59,0,0.0,15.0,23.10169491525424,1,0.01694915254237288,0,0.0,2,0.0,0
21,0,38,0,0.0,14.0,15.078947368421053,0,0.0,0,26.0,34,0.0,0
22,0,75,0,0.0,5.0,23.466666666666665,0,0.0,0,0.0,18,0.0,0
23,0,4,0,0.0,0.0,18.0,0,0.0,0,0.0,18,0.0,0
10,0,34,0,0.0,21.0,14.294117647058824,1,0.029411764705882353,0,45.0,66,0.0,0
15,0,50,0,0.0,5.0,17.3,0,0.0,23,699.0,369,0.06233062330623306,0
13,0,4,0,0.0,0.0,11.25,0,0.0,23,699.0,369,0.06233062330623306,0
24,0,3,0,0.0,0.0,19.333333333333332,0,0.0,0,0.0,18,0.0,0
17,0,12,0,0.0,10.0,14.583333333333334,2,0.16666666666666666,0,0.0,18,0.0,0
19,0,3,0,0.0,0.0,17.333333333333332,0,0.0,0,19.0,66,0.0,0
1,1,54,11,0.2037037037037037,215.0,7.777777777777778,29,0.5370370370370371,16,517.5,146,0.1095890410958904,0
1,1,55,11,0.2,215.0,8.10909090909091,29,0.5272727272727272,16,517.5,147,0.10884353741496598,1
7,0,69,0,0.0,21.0,14.81159420289855,0,0.0,16,517.5,147,0.10884353741496598,0
3,0,166,9,0.05421686746987952,315.0,11.481927710843374,40,0.24096385542168675,104,2776.77,542,0.1918819188191882,0
5,0,43,11,0.2558139534883721,180.0,9.86046511627907,23,0.5348837209302325,80,1535.5,285,0.2807017543859649,0
6,0,18,0,0.0,7.0,15.833333333333334,0,0.0,0,45.0,67,0.0,0
15,0,19,0,0.0,9.0,10.526315789473685,1,0.05263157894736842,8,349.0,300,0.02666666666666667,0
8,0,35,0,0.0,21.0,14.457142857142857,1,0.02857142857142857,0,45.0,67,0.0,0
12,0,19,0,0.0,10.0,14.210526315789474,0,0.0,0,27.0,35,0.0,0
11,0,138,0,0.0,83.0,12.855072463768115,8,0.057971014492753624,8,349.0,300,0.02666666666666667,0
13,0,5,0,0.0,0.0,13.4,0,0.0,23,699.0,370,0.062162162162162166,0
14,0,55,0,0.0,3.5,16.29090909090909,0,0.0,0,19.0,67,0.0,0
16,0,13,0,0.0,10.0,15.307692307692308,2,0.15384615384615385,0,0.0,19,0.0,0
20,0,39,0,0.0,14.0,15.128205128205128,0,0.0,0,27.0,35,0.0,0
19,0,117,0,0.0,18.0,15.726495726495726,0,0.0,0,26.0,162,0.0,0
22,0,5,0,0.0,0.0,18.2,0,0.0,0,0.0,19,0.0,0
17,0,51,0,0.0,5.0,17.372549019607842,0,0.0,23,699.0,370,0.062162162162162166,0
4,0,11,0,0.0,23.0,8.363636363636363,2,0.18181818181818182,80,1535.5,285,0.2807017543859649,0
9,0,53,0,0.0,48.0,12.88679245283019,7,0.1320754716981132,100,1861.5,371,0.2695417789757412,0
18,0,4,0,0.0,0.0,19.25,0,0.0,0,19.0,67,0.0,0
24,0,76,0,0.0,5.0,23.394736842105264,0,0.0,0,0.0,19,0.0,0
25,0,60,0,0.0,15.0,22.983333333333334,1,0.016666666666666666,0,0.0,3,0.0,0
2,0,89,0,0.0,114.0,12.089887640449438,15,0.16853932584269662,104,2776.77,542,0.1918819188191882,0
21,0,17,0,0.0,0.0,17.176470588235293,0,0.0,0,26.0,162,0.0,0
10,0,191,31,0.16230366492146597,482.0,11.178010471204189,59,0.3089005235602094,100,1861.5,371,0.2695417789757412,0
26,0,3,0,0.0,0.0,11.666666666666666,0,0.0,0,0.0,3,0.0,0
23,0,4,0,0.0,0.0,20.25,0,0.0,0,0.0,19,0.0,0
2,0,56,12,0.21428571428571427,225.0,7.982142857142857,30,0.5357142857142857,17,533.5,148,0.11486486486486487,1
1,1,44,11,0.25,183.0,9.727272727272727,23,0.5227272727272727,80,1538.5,286,0.27972027972027974,0
4,0,167,9,0.05389221556886228,319.0,11.431137724550899,41,0.24550898203592814,104,2780.77,543,0.19152854511970535,0
7,0,70,0,0.0,27.0,14.628571428571428,1,0.014285714285714285,17,533.5,148,0.11486486486486487,0
10,0,50,0,0.0,20.0,14.54,3,0.06,100,1861.5,372,0.26881720430107525,0
14,0,20,0,0.0,10.0,13.9,0,0.0,0,27.0,36,0.0,0
18,0,118,0,0.0,18.0,15.711864406779661,0,0.0,0,26.0,163,0.0,0
19,0,0,0,0.0,0.0,,0,0.0,0,27.0,36,0.0,0
13,0,56,0,0.0,3.5,16.196428571428573,0,0.0,0,19.0,68,0.0,0
22,0,4,0,0.0,0.0,15.0,0,0.0,0,0.0,4,0.0,0
16,0,18,0,0.0,0.0,17.5,0,0.0,0,26.0,163,0.0,0
12,0,20,0,0.0,10.0,10.3,1,0.05,8,350.0,301,0.026578073089700997,0
17,0,6,0,0.0,0.0,12.833333333333334,0,0.0,23,699.0,371,0.06199460916442048,0
11,0,36,0,0.0,21.0,14.25,1,0.027777777777777776,0,47.0,68,0.0,0
21,0,77,0,0.0,5.0,23.350649350649352,0,0.0,0,0.0,20,0.0,0
5,0,90,0,0.0,114.0,12.2,15,0.16666666666666666,104,2780.77,543,0.19152854511970535,0
8,0,139,0,0.0,83.0,12.827338129496402,8,0.05755395683453238,8,350.0,301,0.026578073089700997,0
26,0,5,0,0.0,0.0,19.2,0,0.0,0,19.0,68,0.0,0
15,0,52,0,0.0,5.0,17.346153846153847,0,0.0,23,699.0,371,0.06199460916442048,0
25,0,5,0,0.0,0.0,21.4,0,0.0,0,0.0,20,0.0,0
9,0,19,0,0.0,9.0,15.263157894736842,0,0.0,0,47.0,68,0.0,0
3,0,12,0,0.0,23.0,9.083333333333334,2,0.16666666666666666,80,1538.5,286,0.27972027972027974,0
24,0,61,0,0.0,15.0,22.950819672131146,1,0.01639344262295082,0,0.0,4,0.0,0
6,0,54,0,0.0,48.0,12.981481481481481,7,0.12962962962962962,100,1861.5,372,0.26881720430107525,0
23,0,14,0,0.0,10.0,15.071428571428571,2,0.14285714285714285,0,0.0,20,0.0,0
20,0,6,0,0.0,0.0,17.666666666666668,0,0.0,0,0.0,20,0.0,0
5,0,91,0,0.0,114.0,12.241758241758241,15,0.16483516483516483,104,2784.77,544,0.19117647058823528,1
9,0,37,0,0.0,21.0,14.243243243243244,1,0.02702702702702703,0,47.0,69,0.0,0
8,0,20,0,0.0,9.0,15.55,0,0.0,0,47.0,69,0.0,0
11,0,21,0,0.0,10.0,10.380952380952381,1,0.047619047619047616,8,350.0,302,0.026490066225165563,0
1,1,57,13,0.22807017543859648,235.0,7.859649122807017,31,0.543859649122807,18,546.5,149,0.12080536912751678,0
13,0,57,0,0.0,3.5,16.07017543859649,0,0.0,0,19.0,69,0.0,0
15,0,7,0,0.0,0.0,12.857142857142858,0,0.0,23,699.0,372,0.06182795698924731,0
19,0,19,0,0.0,0.0,17.157894736842106,0,0.0,0,26.0,164,0.0,0
22,0,6,0,0.0,0.0,19.0,0,0.0,0,19.0,69,0.0,0
14,0,140,0,0.0,83.0,12.857142857142858,8,0.05714285714285714,8,350.0,302,0.026490066225165563,0
4,0,168,9,0.05357142857142857,323.0,11.380952380952381,42,0.25,104,2784.77,544,0.19117647058823528,0
17,0,119,0,0.0,18.0,15.638655462184873,0,0.0,0,26.0,164,0.0,0
23,0,62,0,0.0,15.0,22.951612903225808,1,0.016129032258064516,0,0.0,5,0.0,0
2,0,45,11,0.24444444444444444,189.0,9.555555555555555,24,0.5333333333333333,80,1544.5,287,0.2787456445993031,0
10,0,51,0,0.0,22.0,14.352941176470589,3,0.058823529411764705,100,1863.5,373,0.2680965147453083,0
16,0,53,0,0.0,5.0,17.37735849056604,0,0.0,23,699.0,372,0.06182795698924731,0
20,0,78,0,0.0,5.0,23.243589743589745,0,0.0,0,0.0,21,0.0,0
